0.695
0.39
0.5
0.671
0.573
0.159
0.512
0.244
0.61
0.707
0.573
0.329
0.402
0.512
0.244
0.244
0.549
0.695
0.61
0.305
0.683
0.573
0.341
0.671
0.768
0.646
0.293
