0.402
0.598
0.537
0.256
0.354
0.695
0.329
0.61
0.256
0.341
0.512
0.476
0.707
0.28
0.439
0.5
0.61
0.634
0.366
0.537
0.524
0.439
0.598
0.744
0.707
0.549
0.512
0.537
0.451
