10 0.290960 0.003829
20 0.120506 0.004604
30 0.059424 0.004788
40 0.050091 0.006807
50 0.066339 0.008414
60 0.135904 0.020066
70 0.098695 0.057586
80 0.073052 0.107639
90 0.017818 0.150137
100 0.004334 0.185091
110 0.001231 0.210674
120 0.000386 0.225286
130 0.000128 0.251450
140 0.000044 0.255752
150 0.000015 0.267214
160 0.000005 0.276226
170 0.000002 0.263795
180 0.000001 0.262069
190 0.000000 0.252520
200 0.000000 0.246591
210 0.000000 0.244391
220 0.000000 0.241815
230 0.000000 0.238500
240 0.000000 0.235733
250 0.000000 0.235167
260 0.000000 0.233986
270 0.000000 0.233295
280 0.000000 0.234739
290 0.000000 0.236928
300 0.000000 0.229734
310 0.000000 0.234398
320 0.000000 0.231352
330 0.000000 0.236389
340 0.000000 0.234195
350 0.000000 0.234576
360 0.000000 0.236598
370 0.000000 0.239365
380 0.000000 0.240931
390 0.000000 0.242617
400 0.000000 0.244953
410 0.000000 0.243507
420 0.000000 0.242143
430 0.000000 0.243128
440 0.000000 0.258299
450 0.000000 0.254574
460 0.000000 0.246645
470 0.000000 0.257201
480 0.000000 0.258901
490 0.000000 0.251834
500 0.000000 0.268036
510 0.000000 0.288856
520 0.000000 0.270525
530 0.000000 0.261007
540 0.000000 0.279811
550 0.000000 0.265234
560 0.000000 0.287066
570 0.000000 0.275566
580 0.000000 0.287073
590 0.000000 0.269770
600 0.000000 0.278926
610 0.000000 0.278376
620 0.000000 0.282430
630 0.000000 0.292738
640 0.000000 0.285137
650 0.000000 0.289151
660 0.000000 0.298238
670 0.000000 0.289872
680 0.000000 0.301962
690 0.000000 0.300256
700 0.000000 0.295815
710 0.000000 0.300977
720 0.000000 0.306948
730 0.000000 0.305744
740 0.000000 0.305812
750 0.000000 0.310599
760 0.000000 0.315009
770 0.000000 0.308920
780 0.000000 0.313752
790 0.000000 0.320038
800 0.000000 0.324230
810 0.000000 0.318697
820 0.000000 0.318005
830 0.000000 0.326450
840 0.000000 0.331535
850 0.000000 0.335560
860 0.000000 0.322231
870 0.000000 0.326923
880 0.000000 0.335764
890 0.000000 0.341857
900 0.000000 0.346036
910 0.000000 0.343730
920 0.000000 0.331742
930 0.000000 0.342348
940 0.000000 0.350170
950 0.000000 0.354083
960 0.000000 0.360115
970 0.000000 0.355784
980 0.000000 0.342841
990 0.000000 0.350444
1000 0.000000 0.360453
