10 0.295283 0.002727
20 0.133769 0.003094
30 0.102010 0.004661
40 0.086270 0.005984
50 0.074276 0.007439
60 0.054182 0.008901
70 0.025909 0.011015
80 0.028498 0.021531
90 0.027457 0.016016
100 0.024142 0.015522
110 0.020733 0.017656
120 0.017804 0.018397
130 0.015458 0.025813
140 0.013649 0.023918
150 0.012415 0.022384
160 0.011499 0.023367
170 0.010829 0.025534
180 0.010506 0.026267
190 0.010357 0.028161
200 0.010350 0.029143
210 0.010523 0.031401
220 0.010876 0.033321
230 0.011409 0.033550
240 0.012198 0.035860
250 0.013394 0.039062
260 0.015320 0.040179
270 0.018717 0.043921
280 0.025088 0.053336
290 0.032984 0.065276
300 0.028210 0.078648
310 0.020667 0.100327
320 0.017952 0.124008
330 0.017574 0.154462
340 0.018167 0.188245
350 0.019137 0.226540
360 0.020042 0.271045
370 0.020449 0.318339
380 0.019940 0.370428
390 0.018317 0.428202
400 0.015781 0.481045
410 0.012844 0.571555
420 0.010023 0.583879
430 0.007619 0.634923
440 0.005717 0.680520
450 0.004272 0.721191
460 0.003197 0.761596
470 0.002403 0.802975
480 0.001818 0.835173
490 0.001384 0.870884
500 0.001060 0.913305
510 0.000817 0.932866
520 0.000634 0.962404
530 0.000494 0.982502
540 0.000387 1.031744
550 0.000304 1.086318
560 0.000240 1.117662
570 0.000191 1.080840
580 0.000152 1.108098
590 0.000121 1.126699
600 0.000097 1.134338
610 0.000077 1.125323
620 0.000062 1.136983
630 0.000050 1.148557
640 0.000040 1.157649
650 0.000033 1.168520
660 0.000026 1.173797
670 0.000021 1.178962
680 0.000017 1.177448
690 0.000014 1.183562
700 0.000011 1.192479
710 0.000009 1.218188
720 0.000007 1.228695
730 0.000006 1.256473
740 0.000005 1.283892
750 0.000004 1.323349
760 0.000003 1.346408
770 0.000003 1.384548
780 0.000002 1.386479
790 0.000002 1.437568
800 0.000001 1.421547
810 0.000001 1.419181
820 0.000001 1.406017
830 0.000001 1.397181
840 0.000001 1.377955
850 0.000001 1.374367
860 0.000000 1.367814
870 0.000000 1.370292
880 0.000000 1.342211
890 0.000000 1.336764
900 0.000000 1.339040
910 0.000000 1.341313
920 0.000000 1.330056
930 0.000000 1.326306
940 0.000000 1.322436
950 0.000000 1.299739
960 0.000000 1.299168
970 0.000000 1.300280
980 0.000000 1.304459
990 0.000000 1.278702
1000 0.000000 1.276948
