10 0.306271 0.002423
20 0.178303 0.003189
30 0.082568 0.004788
40 0.052937 0.006025
50 0.036316 0.007515
60 0.030865 0.008947
70 0.031151 0.010423
80 0.036299 0.011976
90 0.056696 0.015521
100 0.081774 0.028139
110 0.052919 0.054004
120 0.061008 0.094423
130 0.053982 0.146982
140 0.028136 0.198529
150 0.011724 0.242604
160 0.004950 0.325825
170 0.002217 0.323216
180 0.001046 0.334462
190 0.000514 0.354551
200 0.000259 0.373844
210 0.000134 0.381719
220 0.000070 0.389688
230 0.000037 0.410706
240 0.000020 0.454860
250 0.000011 0.443734
260 0.000006 0.486894
270 0.000003 0.466305
280 0.000002 0.454250
290 0.000001 0.445313
300 0.000000 0.437026
310 0.000000 0.432827
320 0.000000 0.425802
330 0.000000 0.419637
340 0.000000 0.420020
350 0.000000 0.416277
360 0.000000 0.414544
370 0.000000 0.410880
380 0.000000 0.404464
390 0.000000 0.408506
400 0.000000 0.402251
410 0.000000 0.403198
420 0.000000 0.401382
430 0.000000 0.398831
440 0.000000 0.393433
450 0.000000 0.398546
460 0.000000 0.399628
470 0.000000 0.399132
480 0.000000 0.398704
490 0.000000 0.397350
500 0.000000 0.397124
510 0.000000 0.396316
520 0.000000 0.398273
530 0.000000 0.396583
540 0.000000 0.389486
550 0.000000 0.389287
560 0.000000 0.393975
570 0.000000 0.401925
580 0.000000 0.396680
590 0.000000 0.393349
600 0.000000 0.398522
610 0.000000 0.401559
620 0.000000 0.399078
630 0.000000 0.405195
640 0.000000 0.403543
650 0.000000 0.398825
660 0.000000 0.417522
670 0.000000 0.409786
680 0.000000 0.411249
690 0.000000 0.406868
700 0.000000 0.412038
710 0.000000 0.410606
720 0.000000 0.420105
730 0.000000 0.416450
740 0.000000 0.429732
750 0.000000 0.407117
760 0.000000 0.428494
770 0.000000 0.416918
780 0.000000 0.429808
790 0.000000 0.433722
800 0.000000 0.421013
810 0.000000 0.437698
820 0.000000 0.440515
830 0.000000 0.425661
840 0.000000 0.465272
850 0.000000 0.443381
860 0.000000 0.439880
870 0.000000 0.459924
880 0.000000 0.446159
890 0.000000 0.436598
900 0.000000 0.459561
910 0.000000 0.456662
920 0.000000 0.445475
930 0.000000 0.459419
940 0.000000 0.482286
950 0.000000 0.465368
960 0.000000 0.465303
970 0.000000 0.475336
980 0.000000 0.476117
990 0.000000 0.460793
1000 0.000000 0.470174
