1,16.2729
2,14.5372
3,14.5824
4,13.7201
5,15.5480
6,16.1481
7,16.1116
8,14.2702
9,14.9168
10,17.2249
11,15.0757
12,14.1150
13,16.8542
14,14.2438
15,15.4258
16,14.5249
17,14.4740
18,14.0960
19,15.9985
20,13.1077
21,15.4254
22,13.9071
23,12.2738
24,14.9075
25,15.5901
26,14.3901
27,16.2170
28,16.1701
29,15.1818
30,14.6741
