1,14.0125
2,13.7821
3,14.0774
4,14.8730
5,14.9159
6,16.4913
7,15.5249
8,16.2094
9,15.4169
10,15.0638
11,13.8890
12,14.9689
13,15.4411
14,14.9019
15,14.8674
16,14.7008
17,14.2054
18,14.3648
19,14.6896
20,14.1987
21,14.4607
22,14.4878
23,17.1505
24,14.3257
25,14.7536
26,16.2544
27,15.0954
28,15.4129
29,15.5656
30,15.8518
