Rk,Team,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance
15,CharlotteHornets,29.0,25,25,-0.10,0.73,0.63,102.3,102.4,89.7,.372,.198,.537,.485,15.5,24.4,.278,.461,14.3,69.5,.240,CharlotteColiseum,480807
16,MinnesotaTimberwolves,27.2,26,24,0.38,-0.55,-0.17,101.9,101.5,91.0,.264,.095,.481,.439,11.7,32.5,.196,.467,15.8,70.2,.276,TargetCenter,427974
17,SacramentoKings,26.1,24,26,-0.42,-0.47,-0.89,102.7,103.1,96.0,.300,.219,.514,.479,14.7,30.6,.205,.471,13.7,67.7,.176,ARCOArena(II),418751
18,ClevelandCavaliers,26.7,22,28,-1.72,0.78,-0.94,99.6,101.6,86.4,.381,.150,.520,.464,15.9,25.1,.285,.468,16.2,69.0,.267,GundArena,352992
19,TorontoRaptors,27.3,22,28,-1.64,0.33,-1.32,102.0,103.9,88.8,.338,.168,.504,.450,15.0,33.8,.257,.473,14.8,70.2,.258,AirCanadaCentre,439190
20,SeattleSuperSonics,31.2,23,27,-1.08,-0.35,-1.43,105.0,106.2,89.6,.341,.226,.519,.481,14.3,31.9,.232,.489,14.1,68.6,.213,KeyArenaatSeattleCenter,426800
21,BostonCeltics,24.3,22,28,-1.86,0.11,-1.75,100.4,102.4,91.5,.259,.182,.501,.469,14.8,30.6,.179,.465,15.6,69.4,.287,FleetCenter,440602
22,WashingtonWizards,29.3,21,29,-2.24,0.49,-1.75,101.2,103.7,89.8,.302,.146,.507,.468,14.1,28.2,.213,.474,15.1,69.5,.273,MCICenter,402481
23,DallasMavericks,26.1,21,29,-2.40,-0.10,-2.50,102.3,104.9,89.0,.300,.148,.502,.459,13.2,29.8,.218,.476,13.3,69.1,.212,ReunionArena,362837
24,GoldenStateWarriors,28.1,20,30,-2.50,-0.13,-2.63,98.4,101.1,88.9,.282,.135,.471,.434,14.1,35.2,.190,.445,14.0,70.4,.290,TheArenainOakland,335837
25,NewJerseyNets,26.0,18,32,-3.78,0.58,-3.20,99.5,103.6,91.5,.301,.163,.485,.434,13.7,31.1,.231,.481,15.2,69.7,.238,ContinentalAirlinesArena,400387
26,DenverNuggets,24.6,14,36,-6.60,-0.07,-6.67,103.1,110.4,90.5,.332,.231,.511,.459,13.9,30.1,.253,.499,13.2,69.2,.248,McNicholsSportsArena,296965
27,ChicagoBulls,28.6,9,41,-9.46,0.88,-8.58,92.4,103.0,88.1,.309,.159,.470,.424,15.1,26.8,.219,.483,15.3,71.7,.241,UnitedCenter,560012
28,LosAngelesClippers,25.0,11,39,-8.82,-0.12,-8.94,100.0,109.7,89.5,.306,.167,.497,.454,14.9,30.6,.220,.503,14.8,66.9,.279,LosAngelesMemorialSportsArena,256568
29,VancouverGrizzlies,25.0,11,39,-8.66,-0.28,-8.94,98.4,107.9,89.0,.367,.118,.498,.447,16.0,30.9,.263,.492,14.7,66.9,.261,GeneralMotorsPlace,417966
