0.451
0.805
0.39
0.402
0.549
0.622
0.61
0.72
0.585
0.671
0.439
0.28
0.695
0.268
0.183
0.317
0.268
0.415
0.683
0.28
0.634
0.488
0.671
0.5
0.463
0.683
0.244
0.5
0.659
0.524
