0.561
0.402
0.5
0.878
0.573
0.317
0.427
0.561
0.439
0.585
0.634
0.354
0.646
0.512
0.305
0.317
0.366
0.573
0.732
0.22
0.5
0.537
0.476
0.72
0.78
0.256
0.671
0.183
0.476
