1,14.5991
2,15.2275
3,13.9896
4,15.6004
5,13.2636
6,15.7197
7,16.0871
8,15.0492
9,15.3212
10,15.8760
11,14.2102
12,14.1482
13,16.2998
14,15.7068
15,16.3209
16,13.6876
17,13.7286
18,13.4294
19,15.0004
20,15.8684
21,16.2587
22,14.9924
23,15.2270
24,15.3045
25,15.4570
26,13.8031
27,16.3844
28,14.4678
29,15.2091
30,13.8003
