Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PA/G
1,San Antonio Spurs*,82,19805,2712,6359,.426,323,881,.367,2389,5478,.436,1501,1955,.768,893,2403,3296,1385,594,421,1240,1891,7248,88.4
2,Detroit Pistons*,82,19955,2791,6496,.430,410,1213,.338,2381,5283,.451,1344,1790,.751,928,2321,3249,1618,610,367,1135,1851,7336,89.5
3,Houston Rockets*,82,19855,2720,6423,.423,454,1343,.338,2266,5080,.446,1571,2116,.742,892,2444,3336,1696,607,335,1087,1773,7465,91.0
4,Memphis Grizzlies*,82,19705,2684,6215,.432,426,1215,.351,2258,5000,.452,1679,2179,.771,993,2387,3380,1633,612,476,1303,1853,7473,91.1
5,Indiana Pacers*,82,19905,2768,6284,.440,391,1071,.365,2377,5213,.456,1637,2202,.743,972,2416,3388,1540,549,398,1142,1883,7564,92.2
6,New Jersey Nets*,82,19905,2710,6167,.439,485,1319,.368,2225,4848,.459,1714,2304,.744,874,2503,3377,1666,601,402,1283,1881,7619,92.9
7,Chicago Bulls*,82,19830,2763,6548,.422,416,1245,.334,2347,5303,.443,1716,2305,.744,979,2524,3503,1715,685,434,1272,1914,7658,93.4
8,Miami Heat*,82,19980,2865,6705,.427,441,1269,.348,2424,5436,.446,1621,2134,.760,922,2397,3319,1620,611,264,1085,2020,7792,95.0
9,Minnesota Timberwolves,82,19755,2967,6777,.438,468,1291,.363,2499,5486,.456,1413,1880,.752,1032,2359,3391,1783,540,323,963,1629,7815,95.3
10,New Orleans Hornets,82,19930,2847,6299,.452,494,1346,.367,2353,4953,.475,1644,2122,.775,947,2485,3432,1742,634,452,1168,1728,7832,95.5
11,Cleveland Cavaliers,82,19855,2913,6444,.452,422,1122,.376,2491,5322,.468,1601,2135,.750,938,2324,3262,1737,549,419,1213,1770,7849,95.7
12,Los Angeles Clippers,82,20030,2936,6618,.444,485,1317,.368,2451,5301,.462,1555,2041,.762,986,2255,3241,1732,638,393,1122,1934,7912,96.5
13,Seattle SuperSonics*,82,19755,2932,6382,.459,470,1317,.357,2462,5065,.486,1591,2124,.749,930,2174,3104,1698,508,390,1085,1949,7925,96.6
14,Dallas Mavericks*,82,19730,2941,6712,.438,451,1366,.330,2490,5346,.466,1601,2123,.754,1072,2467,3539,1714,584,399,1278,1899,7934,96.8
15,Portland Trail Blazers,82,19730,3056,6842,.447,440,1283,.343,2616,5559,.471,1397,1851,.755,1149,2312,3461,1923,700,414,1102,1670,7949,96.9
16,Utah Jazz,82,19780,2731,5965,.458,486,1297,.375,2245,4668,.481,2027,2653,.764,859,2230,3089,1592,646,474,1182,2058,7975,97.3
17,Denver Nuggets*,82,19755,2950,6606,.447,463,1342,.345,2487,5264,.472,1632,2189,.746,975,2441,3416,1778,636,458,1342,1960,7995,97.5
18,New York Knicks,82,19880,3001,6454,.465,464,1276,.364,2537,5178,.490,1711,2264,.756,969,2448,3417,1697,602,389,1195,1736,8177,99.7
19,Philadelphia 76ers*,82,19855,2930,6618,.443,565,1560,.362,2365,5058,.468,1764,2299,.767,952,2663,3615,1878,681,383,1394,1929,8189,99.9
20,Charlotte Bobcats,82,19880,3015,6507,.463,442,1224,.361,2573,5283,.487,1748,2279,.767,959,2586,3545,1768,624,446,1297,1858,8220,100.2
21,Milwaukee Bucks,82,19780,3098,6678,.464,463,1349,.343,2635,5329,.494,1559,2022,.771,935,2413,3348,1953,611,370,1067,1953,8218,100.2
22,Boston Celtics*,82,19880,2960,6664,.444,488,1370,.356,2472,5294,.467,1825,2423,.753,1039,2427,3466,1859,714,402,1277,1937,8233,100.4
23,Washington Wizards*,82,19780,3099,6748,.459,521,1432,.364,2578,5316,.485,1549,2034,.762,1017,2510,3527,1885,586,412,1306,1995,8268,100.8
24,Golden State Warriors,82,19905,3133,6838,.458,450,1239,.363,2683,5599,.479,1555,2087,.745,1057,2771,3828,1858,570,417,1257,1782,8271,100.9
25,Toronto Raptors,82,19805,3133,6708,.467,435,1222,.356,2698,5486,.492,1610,2165,.744,991,2720,3711,1814,507,360,1182,1795,8311,101.4
26,Sacramento Kings*,82,19855,3186,6941,.459,471,1318,.357,2715,5623,.483,1485,2011,.738,1102,2532,3634,1766,622,365,1204,1762,8328,101.6
27,Los Angeles Lakers,82,19780,3141,6928,.453,549,1522,.361,2592,5406,.479,1507,1931,.780,1023,2453,3476,2001,627,420,965,1814,8338,101.7
28,Orlando Magic,82,19705,3081,6826,.451,443,1291,.343,2638,5535,.477,1739,2306,.754,1024,2428,3452,1747,698,354,1190,1920,8344,101.8
29,Atlanta Hawks,82,19855,3044,6389,.476,467,1232,.379,2577,5157,.500,1846,2396,.770,902,2483,3385,1803,716,484,1210,1777,8401,102.5
30,Phoenix Suns*,82,19780,3328,7485,.445,494,1476,.335,2834,6009,.472,1320,1775,.744,1233,2550,3783,1741,627,342,1131,1750,8470,103.3
