Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PA/G
1,Detroit Pistons*,82,19905,2744,6269,.438,289,839,.344,2455,5430,.452,1413,1895,.746,859,2528,3387,1501,568,355,1149,1904,7190,87.7
2,New Jersey Nets*,82,19755,2757,6461,.427,425,1185,.359,2332,5276,.442,1453,1941,.749,932,2461,3393,1607,693,423,1358,1880,7392,90.1
3,San Antonio Spurs*,82,19830,2862,6703,.427,354,1043,.339,2508,5660,.443,1334,1737,.768,1029,2322,3351,1559,665,422,1231,1915,7412,90.4
4,Miami Heat,82,19830,2713,6208,.437,406,1149,.353,2307,5059,.456,1598,2129,.751,872,2587,3459,1482,626,436,1173,1671,7430,90.6
5,New Orleans Hornets*,82,19905,2857,6518,.438,338,1001,.338,2519,5517,.457,1474,1925,.766,909,2368,3277,1630,647,427,1196,1754,7526,91.8
6,Utah Jazz*,82,19780,2751,6346,.434,437,1252,.349,2314,5094,.454,1627,2143,.759,1011,2120,3131,1601,723,427,1305,1950,7566,92.3
7,Houston Rockets,82,19930,2891,6681,.433,386,1113,.347,2505,5568,.450,1399,1805,.775,979,2353,3332,1683,663,381,1082,1794,7567,92.3
8,Seattle SuperSonics,82,19855,2871,6424,.447,472,1371,.344,2399,5053,.475,1351,1821,.742,938,2462,3400,1703,500,409,1209,1671,7565,92.3
9,Denver Nuggets,82,19730,2696,6087,.443,420,1134,.370,2276,4953,.460,1768,2337,.757,861,2443,3304,1764,742,538,1405,1789,7580,92.4
10,Portland Trail Blazers*,82,19855,2942,6540,.450,438,1285,.341,2504,5255,.476,1267,1659,.764,912,2292,3204,1863,683,391,1270,1670,7589,92.5
11,Washington Wizards,82,19830,2877,6507,.442,449,1242,.362,2428,5265,.461,1382,1792,.771,949,2447,3396,1776,612,358,1171,1804,7585,92.5
12,Boston Celtics*,82,19830,2804,6450,.435,463,1400,.331,2341,5050,.464,1560,2084,.749,937,2750,3687,1824,617,367,1315,1798,7631,93.1
13,Indiana Pacers*,82,19905,2860,6690,.428,407,1197,.340,2453,5493,.447,1527,1992,.767,1006,2458,3464,1696,620,513,1258,1923,7654,93.3
14,Phoenix Suns*,82,19805,2913,6658,.438,436,1361,.320,2477,5297,.468,1479,1932,.766,1031,2487,3518,1824,639,453,1309,1763,7741,94.4
15,Philadelphia 76ers*,82,19855,2876,6363,.452,453,1278,.354,2423,5085,.476,1547,2035,.760,908,2400,3308,1809,639,521,1405,1885,7752,94.5
16,Sacramento Kings*,82,19830,2991,7125,.420,373,1166,.320,2618,5959,.439,1454,1962,.741,1145,2614,3759,1759,684,356,1262,1635,7809,95.2
17,Dallas Mavericks*,82,19780,2926,6687,.438,477,1401,.340,2449,5286,.463,1477,2032,.727,1045,2682,3727,1781,547,322,1316,1746,7806,95.2
18,Minnesota Timberwolves*,82,19805,3005,6873,.437,472,1362,.347,2533,5511,.460,1394,1853,.752,974,2444,3418,1871,571,405,1116,1686,7876,96.0
19,Toronto Raptors,82,19805,3037,6592,.461,370,986,.375,2667,5606,.476,1490,1964,.759,976,2601,3577,1729,604,406,1125,1702,7934,96.8
20,New York Knicks,82,19855,2961,6478,.457,358,1053,.340,2603,5425,.480,1691,2193,.771,935,2613,3548,1732,627,308,1179,1631,7971,97.2
21,Atlanta Hawks,82,19905,3015,6907,.437,446,1243,.359,2569,5664,.454,1530,2013,.760,1073,2420,3493,1771,738,409,1068,1668,8006,97.6
22,Los Angeles Clippers,82,19755,3035,6787,.447,454,1244,.365,2581,5543,.466,1507,1946,.774,1046,2460,3506,1840,652,418,1152,1844,8031,97.9
23,Los Angeles Lakers*,82,19930,2976,6725,.443,465,1223,.380,2511,5502,.456,1622,2133,.760,957,2495,3452,1753,644,311,1190,1916,8039,98.0
24,Orlando Magic*,82,19805,3007,6602,.455,405,1211,.334,2602,5391,.483,1648,2150,.767,970,2596,3566,1837,643,411,1341,1823,8067,98.4
25,Milwaukee Bucks*,82,19905,3043,6642,.458,479,1278,.375,2564,5364,.478,1574,2114,.745,1021,2541,3562,1892,543,333,1182,1685,8139,99.3
26,Chicago Bulls,82,19930,2991,6817,.439,431,1333,.323,2560,5484,.467,1794,2394,.749,1117,2572,3689,1949,768,413,1208,1796,8207,100.1
27,Memphis Grizzlies,82,19930,3224,7008,.460,431,1188,.363,2793,5820,.480,1381,1819,.759,1126,2555,3681,1991,714,430,1213,1782,8260,100.7
28,Cleveland Cavaliers,82,19830,3072,6786,.453,428,1197,.358,2644,5589,.473,1712,2219,.772,932,2491,3423,1972,802,494,1162,1709,8284,101.0
29,Golden State Warriors,82,19755,3240,7175,.452,438,1177,.372,2802,5998,.467,1575,2084,.756,1204,2388,3592,1934,710,491,1121,1936,8493,103.6
